3.303198207788493619e+02,-1.437619322319675632e+02,0.000000000000000000e+00,1.000000000000000000e+00
-3.127816713472976176e+02,-2.161129421241663238e+02,0.000000000000000000e+00,1.000000000000000000e+00
-2.685557594017760721e+02,1.218919320962963013e+02,0.000000000000000000e+00,1.000000000000000000e+00
-2.754114958544188312e+02,3.917252207374460795e+02,0.000000000000000000e+00,1.000000000000000000e+00
1.062959625743966683e+02,7.269045926611599384e+01,0.000000000000000000e+00,1.000000000000000000e+00
-3.033156496953010333e+02,2.666103860854556018e+01,0.000000000000000000e+00,1.000000000000000000e+00
-3.043462038120455873e+02,-1.711723321926120889e+02,0.000000000000000000e+00,1.000000000000000000e+00
2.406508182133628537e+01,2.702369458618958902e+02,0.000000000000000000e+00,1.000000000000000000e+00
-5.223810354136291068e+01,1.194039208579318370e+02,0.000000000000000000e+00,1.000000000000000000e+00
-1.312665634827475571e+02,-2.226822784749733444e+02,0.000000000000000000e+00,1.000000000000000000e+00
-2.571731070707847948e+02,-3.560388921531478559e+02,0.000000000000000000e+00,2.000000000000000000e+00
-2.401818598347792602e+02,3.059187963343115371e+02,0.000000000000000000e+00,2.000000000000000000e+00
-8.399415705071496063e+01,3.469373426177116357e+02,0.000000000000000000e+00,2.000000000000000000e+00
9.974816586301730581e+01,-2.833646859625670800e+02,0.000000000000000000e+00,2.000000000000000000e+00
-2.105783038025294331e+02,-1.502065020978951111e+02,0.000000000000000000e+00,2.000000000000000000e+00
-1.188299754691703640e+02,-1.956551880101082475e+02,0.000000000000000000e+00,2.000000000000000000e+00
-2.507972960216795002e+02,3.694718756744161965e+02,0.000000000000000000e+00,2.000000000000000000e+00
2.734682836863662487e+02,-1.422970044339155322e+02,0.000000000000000000e+00,2.000000000000000000e+00
2.958902057910383974e+02,2.561347244393028291e+02,0.000000000000000000e+00,2.000000000000000000e+00
5.613151460158540829e+01,2.469308590061967124e+01,0.000000000000000000e+00,2.000000000000000000e+00
